CODGEO;LIBGEO;CS1_81_IMMI1_SEXE1;CS1_81_IMMI1_SEXE2;CS1_81_IMMI2_SEXE1;CS1_81_IMMI2_SEXE2;CS1_82_IMMI1_SEXE1;CS1_82_IMMI1_SEXE2;CS1_82_IMMI2_SEXE1;CS1_82_IMMI2_SEXE2;CS1_83_IMMI1_SEXE1;CS1_83_IMMI1_SEXE2;CS1_83_IMMI2_SEXE1;CS1_83_IMMI2_SEXE2;CS1_84_IMMI1_SEXE1;CS1_84_IMMI1_SEXE2;CS1_84_IMMI2_SEXE1;CS1_84_IMMI2_SEXE2;CS1_85_IMMI1_SEXE1;CS1_85_IMMI1_SEXE2;CS1_85_IMMI2_SEXE1;CS1_85_IMMI2_SEXE2;CS1_86_IMMI1_SEXE1;CS1_86_IMMI1_SEXE2;CS1_86_IMMI2_SEXE1;CS1_86_IMMI2_SEXE2;CS1_87_IMMI1_SEXE1;CS1_87_IMMI1_SEXE2;CS1_87_IMMI2_SEXE1;CS1_87_IMMI2_SEXE2;CS1_88_IMMI1_SEXE1;CS1_88_IMMI1_SEXE2;CS1_88_IMMI2_SEXE1;CS1_88_IMMI2_SEXE2
57452;La Maxe;0;0;5;0;0;0;25;5;5;0;50;45;0;10;60;80;0;5;20;85;0;0;35;30;0;0;84;65;0;0;115;135
57453;Maxstadt;0;0;0;0;0;0;10;0;0;0;10;10;5;0;30;10;0;0;0;25;0;0;40;20;0;0;40;25;0;5;50;45
57454;Mécleuves;0;0;0;0;0;0;24;8;0;0;81;32;0;4;101;105;0;4;32;109;4;4;40;8;4;4;149;149;0;0;165;161
57455;Mégange;0;0;0;5;0;0;5;5;0;0;0;0;0;0;0;5;0;0;0;20;0;0;35;5;5;0;20;5;0;5;30;40
57456;Meisenthal;0;0;0;0;0;0;15;0;0;0;20;5;0;0;45;65;0;0;5;80;5;0;90;5;5;0;100;119;0;0;55;85
57457;Menskirch;0;0;0;0;0;0;4;0;0;0;0;0;0;0;8;4;0;4;4;23;0;0;27;8;0;0;8;8;0;0;16;31
57459;Merschweiller;0;0;0;5;0;0;0;0;0;0;9;14;0;0;23;9;0;5;5;9;5;0;14;9;0;0;14;14;5;5;23;36
57460;Merten;0;0;0;0;15;5;15;0;20;0;30;10;30;20;46;51;15;51;10;86;76;20;152;51;30;41;213;117;41;56;132;213
57461;Métairies-Saint-Quirin;0;0;0;0;0;0;0;5;0;0;5;0;0;0;16;10;0;0;5;31;0;0;31;16;0;0;47;42;0;0;16;63
57462;Metting;0;0;0;0;0;0;4;4;0;0;4;0;0;0;20;25;0;0;4;25;0;0;66;29;0;0;29;45;0;0;49;57
57463;Metz;2;0;24;8;335;84;1259;504;663;393;5166;3503;653;569;5864;6715;697;1746;4424;10631;2285;605;7213;1379;1498;1254;7612;10721;2356;3375;17454;18596
57464;Metzeresche;0;0;10;0;0;0;24;0;0;0;34;20;5;0;64;44;5;0;34;122;0;0;83;24;5;0;69;44;0;0;132;176
57465;Metzervisse;0;0;10;0;0;0;15;15;10;0;100;35;0;9;203;183;0;5;100;274;20;0;170;30;5;19;148;110;0;0;354;342
57466;Metzing;0;0;0;0;0;0;10;15;0;0;5;0;10;0;45;55;0;0;30;70;0;0;100;10;15;0;40;30;0;0;45;130
57467;Mey;0;0;0;0;0;0;10;5;5;0;26;10;0;0;5;21;0;0;10;26;0;0;15;0;5;10;26;10;0;0;36;62
57468;Mittelbronn;0;0;5;0;0;0;10;5;0;0;29;10;0;0;15;59;0;5;29;64;0;0;108;24;0;0;73;69;0;0;78;88
57469;Mittersheim;0;0;0;0;0;0;20;0;5;0;20;5;0;0;10;5;0;5;15;60;0;0;65;20;15;20;80;80;0;5;95;80
57470;Molring;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;5;0;0;0;0;0
57471;Momerstroff;0;0;0;0;0;0;0;0;0;0;10;20;0;0;25;25;0;5;5;20;0;0;30;25;0;0;25;5;0;0;35;55
57472;Moncheux;0;0;5;0;0;0;0;0;0;0;10;5;0;5;15;5;0;0;0;10;0;0;5;5;0;0;15;10;0;5;30;10
57473;Moncourt;0;0;5;5;0;0;0;0;0;0;5;0;0;0;0;5;0;0;5;5;0;0;5;0;0;0;5;5;0;0;5;11
57474;Mondelange;0;0;5;0;10;0;87;36;10;5;143;67;31;26;271;312;5;67;179;748;87;5;574;102;159;77;482;591;26;123;824;855
57475;Mondorff;0;0;0;0;4;4;4;0;12;0;28;16;4;16;32;32;8;4;32;36;8;0;44;0;4;0;12;20;24;40;80;113
57476;Monneren;0;0;5;5;0;0;5;0;0;5;9;5;0;0;9;28;0;5;9;14;0;0;38;14;9;0;19;9;0;9;61;132
57477;Montbronn;0;0;4;0;4;0;32;8;0;0;32;16;0;4;76;104;0;8;24;207;12;0;263;72;0;4;156;179;4;8;167;247
57478;Montdidier;0;0;0;0;5;0;5;0;0;0;0;5;0;0;5;5;0;0;0;0;0;5;10;0;0;0;15;10;0;0;5;5
57479;Montenach;0;0;0;0;0;0;5;0;10;0;10;0;0;5;35;15;0;5;21;60;0;0;65;15;0;0;31;35;0;10;60;46
57480;Montigny-lès-Metz;0;0;5;0;59;18;261;121;59;63;863;630;61;85;1201;1527;49;210;889;2191;191;39;1475;264;144;210;2018;3011;136;353;2655;2761
57481;Montois-la-Montagne;0;0;0;0;8;0;66;12;0;0;59;17;8;0;131;164;0;17;63;328;9;9;318;63;47;35;234;227;0;35;290;347
57482;Montoy-Flanville;0;0;0;0;10;0;29;0;0;0;54;49;5;0;73;78;5;0;29;92;10;5;63;15;5;5;136;112;10;24;170;156
57483;Morhange;0;0;4;0;12;4;44;20;8;0;44;44;16;4;148;92;4;28;80;356;92;24;340;40;72;92;273;366;36;131;550;582
57484;Morsbach;0;0;0;0;15;0;15;15;10;5;55;20;30;25;55;131;15;35;40;287;85;15;292;30;55;40;272;226;20;106;297;518
57485;Morville-lès-Vic;0;0;4;0;0;0;0;4;0;0;8;0;0;0;8;8;0;0;0;20;0;0;16;4;0;0;8;8;0;0;32;20
57486;Morville-sur-Nied;0;0;0;4;0;0;4;0;0;0;0;0;4;4;12;8;0;4;0;4;0;0;4;8;0;0;12;8;0;0;16;28
57487;Moulins-lès-Metz;0;0;0;0;0;0;84;24;12;4;199;132;8;16;299;331;0;24;192;595;36;0;351;56;44;44;524;781;8;36;552;744
57488;Moussey;0;0;15;0;0;0;5;5;0;0;5;0;0;0;10;20;0;0;20;95;5;0;60;35;5;0;85;65;0;5;85;80
57489;Mouterhouse;0;0;0;0;0;0;9;0;0;0;0;9;0;0;5;9;0;0;5;33;0;0;80;19;5;5;33;28;0;0;33;38
57490;Moyenvic;0;0;5;0;0;0;0;5;5;0;0;0;5;0;15;10;0;5;5;45;0;0;60;5;0;0;35;35;0;0;40;90
57491;Moyeuvre-Grande;0;0;0;0;10;10;91;40;5;5;106;45;40;40;373;293;20;76;217;762;156;20;832;172;206;202;566;732;66;277;1019;1438
57492;Moyeuvre-Petite;0;0;0;0;0;0;0;0;0;0;15;0;0;0;15;15;5;0;15;100;0;0;40;0;0;0;60;60;0;0;65;70
57493;Mulcey;0;0;5;0;0;0;5;0;0;0;0;0;0;0;5;10;0;0;0;30;0;0;25;5;0;5;40;50;0;0;20;35
57494;Munster;0;0;5;5;0;0;5;0;0;0;5;0;0;0;20;10;0;0;5;15;0;0;25;10;0;0;25;40;0;0;30;35
57495;Narbéfontaine;0;0;8;8;0;0;0;0;0;0;0;0;0;0;4;4;0;0;4;12;0;0;16;4;0;4;8;20;0;0;12;12
57496;Nébing;0;0;5;0;0;0;15;0;0;0;0;5;0;0;5;25;0;5;10;35;0;0;64;0;10;0;39;44;0;10;50;25
57497;Nelling;0;0;0;0;0;0;10;0;0;0;10;5;0;0;10;20;0;0;5;10;0;0;25;15;0;0;35;20;0;0;65;55
57498;Neufchef;0;0;4;0;0;0;36;16;0;0;53;41;4;4;192;134;4;0;69;281;20;0;218;53;50;87;285;285;0;41;333;355
57499;Neufgrange;4;0;0;0;0;4;27;16;12;12;50;16;4;8;105;89;0;16;66;124;16;8;81;16;16;12;171;147;16;43;136;159
57500;Neufmoulins;0;0;0;0;0;0;0;0;0;0;4;0;0;0;4;4;0;0;0;0;0;0;11;8;0;0;0;4;0;0;4;4
57501;Neufvillage;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;5;0;0;5;0;0;0;0;5;0;0;5;10
57502;Neunkirchen-lès-Bouzonville;0;0;0;5;0;0;5;0;0;5;5;0;5;0;14;20;0;5;5;30;10;0;30;19;15;0;40;15;0;15;30;75
57504;Niderhoff;0;0;0;0;0;0;5;0;0;0;0;5;0;0;10;20;0;0;10;30;0;0;40;5;0;0;25;40;0;0;45;35
57505;Niderviller;0;0;0;0;0;0;40;20;0;0;20;10;0;0;65;119;5;5;35;90;5;0;110;31;5;5;149;199;0;0;129;199
57506;Niederstinzel;0;0;0;0;0;0;0;0;0;0;5;5;0;0;25;10;0;0;5;36;0;0;41;5;0;0;36;30;0;0;25;41
57507;Niedervisse;0;0;25;5;0;0;0;0;5;0;0;5;0;0;15;10;0;0;0;35;0;0;15;15;0;0;25;25;0;0;35;35
57508;Nilvange;0;0;0;0;5;0;40;5;5;5;81;40;25;20;237;237;0;71;156;550;35;15;509;86;101;101;415;453;35;166;610;822
57509;Nitting;0;0;0;0;0;0;5;5;0;0;15;15;0;0;35;25;0;0;5;25;0;0;66;20;0;0;66;76;0;0;61;35
57510;Noisseville;0;0;4;0;0;0;8;4;4;4;52;24;8;4;76;91;4;4;12;91;8;0;80;4;8;16;119;119;0;8;115;147
57511;Norroy-le-Veneur;0;0;0;0;0;0;30;10;5;0;66;60;5;5;71;96;0;0;15;66;0;0;40;0;10;5;171;96;0;5;141;121
57512;Nouilly;0;0;9;0;5;0;9;0;0;0;46;19;0;5;51;74;0;14;14;56;14;0;65;5;5;9;23;23;0;5;74;130
57513;Nousseviller-lès-Bitche;0;0;0;0;0;0;5;0;0;0;5;0;0;0;10;10;0;0;10;20;0;0;15;5;0;0;20;20;0;0;25;5
57514;Nousseviller-Saint-Nabor;0;0;5;5;10;5;15;5;5;5;20;15;10;20;85;85;0;15;25;145;5;0;80;10;35;0;135;110;15;20;130;190
57515;Novéant-sur-Moselle;0;0;0;5;0;0;26;5;0;0;72;41;10;0;113;102;0;15;67;220;0;0;175;31;21;0;132;237;5;0;321;289
57516;Oberdorff;0;0;8;4;0;0;8;0;4;4;12;4;0;0;16;12;4;0;8;36;8;4;52;16;0;4;44;16;0;4;28;48
57517;Obergailbach;0;0;20;4;0;0;0;0;0;0;16;4;8;4;16;12;4;12;0;28;0;0;24;4;0;4;37;24;0;0;61;65
57518;Oberstinzel;0;0;4;8;0;0;0;0;0;0;21;4;0;0;8;0;0;0;4;58;4;4;54;21;4;0;21;17;0;4;41;74
57519;Obervisse;0;0;0;0;0;0;8;4;0;0;4;0;0;0;16;16;0;0;4;8;0;0;20;4;0;0;16;8;4;4;12;24
57520;Obreck;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;8;0;0;0;0;0;0;8;8;0;0;8;0
57521;Oeting;0;0;0;0;20;4;44;12;24;12;151;48;72;44;127;159;16;64;28;211;32;12;195;32;44;12;243;175;68;80;311;386
57523;Ogy;0;0;8;4;0;0;4;0;0;0;27;20;8;0;35;67;0;4;12;39;0;0;47;4;0;8;35;20;0;4;82;110
57524;Ommeray;0;0;0;0;0;0;0;5;0;0;5;0;0;0;10;5;0;5;10;19;0;0;5;0;5;0;10;5;0;0;24;10
57525;Oriocourt;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;0;0;0;0;5;0;0;0;0;0;0;10;10;0;0;10;10
57526;Ormersviller;0;0;0;0;4;4;4;4;0;0;4;0;8;8;13;13;4;8;13;42;13;0;54;8;0;0;29;38;13;13;46;54
57527;Orny;0;0;4;0;0;0;0;0;0;4;12;12;0;0;29;45;0;0;16;29;4;0;41;4;4;0;33;29;0;4;45;58
57528;Oron;0;0;0;0;5;0;10;0;0;0;0;0;0;0;0;10;0;0;0;10;0;0;10;0;0;0;15;10;0;0;10;5
57529;Ottange;0;0;4;8;8;0;0;12;12;0;63;8;22;12;91;91;37;78;104;309;91;21;326;45;17;25;260;270;50;83;310;492
57530;Ottonville;0;0;24;0;0;0;4;8;0;0;8;4;4;0;16;36;0;0;16;44;0;0;55;12;0;0;44;44;0;0;48;55
57531;Oudrenne;0;0;0;4;0;0;12;8;8;0;28;12;0;0;36;24;0;4;12;79;0;0;111;28;4;0;71;51;0;4;63;170
57532;Pagny-lès-Goin;0;0;10;0;0;0;0;0;0;0;10;5;0;0;10;31;0;0;5;26;0;0;26;21;0;0;0;5;0;0;47;36
57533;Pange;0;0;15;0;0;0;20;0;5;0;46;31;0;5;51;112;0;0;31;87;0;0;25;0;0;5;107;102;0;5;107;143
57534;Peltre;0;0;0;0;5;0;49;15;0;5;100;65;0;5;80;92;0;20;40;178;10;0;143;5;5;10;204;253;10;15;276;278
57535;Petit-Réderching;0;0;10;5;0;0;25;10;5;0;30;14;0;0;110;95;0;9;40;209;5;0;149;35;0;0;170;130;0;0;208;270
57536;Petit-Tenquin;0;0;5;5;0;0;0;0;0;0;0;0;0;0;15;21;0;0;0;26;0;5;31;10;0;0;36;15;0;0;31;31
57537;Petite-Rosselle;5;0;0;0;30;5;51;20;20;15;96;41;30;35;253;228;10;81;127;624;127;30;685;249;76;56;710;441;76;172;838;1296
57538;Pettoncourt;0;0;0;0;0;0;5;0;5;0;20;5;0;0;5;15;0;0;15;20;0;0;40;5;0;0;30;35;0;0;30;55
57539;Pévange;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;5;0;0;10;10;0;0;15;0
57540;Phalsbourg;0;0;0;5;5;0;80;25;0;5;163;90;10;5;239;308;5;30;220;478;60;20;385;95;98;40;404;457;45;59;618;792
57541;Philippsbourg;0;0;0;0;0;5;41;15;0;0;20;0;0;0;26;20;0;0;0;72;10;5;47;16;5;20;66;92;0;5;97;63
57542;Piblange;0;0;5;0;0;0;20;5;0;0;45;20;0;5;65;55;0;25;65;125;15;0;89;25;0;5;40;20;5;0;190;180
57543;Pierrevillers;0;0;4;0;4;0;20;12;0;0;77;28;4;0;137;101;4;12;57;190;8;0;125;16;16;12;129;150;0;12;182;222
57544;Plaine-de-Walsch;0;0;0;0;0;0;10;5;0;0;40;5;0;5;20;45;0;5;15;70;0;5;100;35;0;0;50;60;0;5;85;70
57545;Plappeville;0;0;0;0;0;5;45;5;5;5;212;96;0;5;131;131;0;10;35;171;0;0;61;21;20;10;272;278;0;10;227;283
57546;Plesnois;0;0;5;5;0;0;10;0;0;0;84;44;0;0;84;94;5;0;25;69;0;0;25;5;0;0;89;20;0;10;114;119
57547;Pommérieux;0;0;0;0;0;0;20;5;0;0;46;30;0;0;51;41;0;0;10;66;5;0;20;15;5;0;81;66;0;0;81;132
57548;Pontoy;0;0;0;0;0;0;30;5;0;0;15;5;0;5;30;25;0;0;5;50;0;0;30;0;10;10;30;45;0;0;60;75
57549;Pontpierre;0;0;5;0;0;0;10;0;0;0;20;10;0;0;40;25;0;0;5;70;0;5;110;40;5;0;94;45;0;5;85;165
57550;Porcelette;0;0;4;0;0;0;52;16;4;0;91;43;8;0;195;178;0;4;23;270;15;0;198;80;4;4;366;223;8;8;241;478
57551;Postroff;0;0;5;0;0;0;5;0;0;0;5;0;0;0;5;20;0;0;5;20;0;0;20;10;5;0;10;46;0;0;36;10
57552;Pouilly;0;0;5;5;0;0;26;5;5;0;21;0;5;5;21;62;0;5;16;52;5;0;21;26;10;0;119;93;0;0;72;78
57553;Pournoy-la-Chétive;0;0;0;0;0;0;0;0;0;0;35;40;0;0;45;50;0;0;25;75;0;0;30;5;0;10;85;45;0;0;115;95
57554;Pournoy-la-Grasse;0;0;0;0;4;0;24;8;0;0;36;28;0;4;32;40;0;0;16;44;0;0;20;8;8;4;44;52;0;4;96;68
57555;Prévocourt;0;0;4;0;0;0;0;4;0;0;0;0;0;0;4;12;0;0;0;4;0;0;12;0;4;0;12;16;0;0;20;12
57556;Puttelange-aux-Lacs;0;0;0;0;10;0;60;25;5;10;35;25;15;10;119;110;20;39;65;272;85;0;320;75;70;45;340;240;5;94;345;600
57557;Puttelange-lès-Thionville;0;0;5;0;5;0;14;5;5;5;55;20;5;20;40;55;5;25;54;112;5;0;108;9;10;5;34;25;15;30;165;138
57558;Puttigny;0;0;5;0;0;0;0;0;0;0;0;0;0;0;5;10;0;0;0;5;0;0;10;0;0;0;10;14;0;0;10;10
57559;Puzieux;0;0;0;0;0;0;5;0;0;0;10;5;0;0;20;15;0;0;5;20;0;0;20;0;0;5;5;10;0;0;15;40
57560;Racrange;0;0;5;5;5;0;5;0;0;0;5;10;0;0;15;30;0;10;0;35;0;0;119;35;15;5;64;44;5;15;90;90
57561;Rahling;0;0;5;0;5;0;5;0;0;0;5;0;0;0;36;36;0;5;36;107;15;0;168;25;0;5;76;51;0;10;61;133
57562;Ranguevaux;0;0;0;0;0;0;26;21;5;0;26;15;0;0;51;41;0;5;21;62;10;0;67;15;21;15;80;99;0;10;123;92
57563;Raville;0;0;0;0;0;0;4;4;0;0;16;8;0;0;16;25;0;0;0;25;0;0;29;12;0;0;16;12;0;0;33;78
57564;Réchicourt-le-Château;0;5;10;0;0;0;16;0;0;0;0;0;0;0;5;16;0;0;16;93;0;0;103;21;5;0;62;57;0;0;67;93
57565;Rédange;0;0;0;0;0;0;0;0;21;0;36;5;10;21;31;26;0;26;15;41;51;36;62;0;15;0;149;97;41;87;77;139
57566;Réding;0;0;12;4;4;0;36;12;0;0;84;52;0;8;141;104;0;4;68;268;39;8;232;73;12;24;271;272;4;43;276;409
57567;Rémelfang;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;5;20;0;0;20;5;0;0;20;10;0;0;20;20
57568;Rémelfing;0;0;0;0;5;0;20;15;5;0;30;10;10;5;74;79;0;0;45;174;10;0;114;25;5;15;154;199;5;15;179;238
57569;Rémeling;0;0;10;0;0;0;0;0;0;5;0;0;0;0;5;5;5;10;5;20;5;5;45;10;5;0;45;35;0;0;30;60
57570;Rémering;0;0;0;0;0;0;5;0;0;0;20;5;0;5;35;30;0;5;0;25;10;0;35;10;5;0;50;56;5;20;20;96
57571;Rémering-lès-Puttelange;0;0;12;0;0;0;16;12;0;0;28;32;0;0;56;60;0;8;28;129;4;8;125;36;12;4;93;85;4;8;169;246
57572;Rémilly;0;0;4;0;0;4;32;12;4;0;112;28;4;4;92;168;0;0;48;220;0;0;232;40;8;20;200;316;0;0;292;316
57573;Réning;0;0;8;4;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;11;4;0;4;15;19;0;0;15;15
57574;Basse-Rentgen;0;0;5;0;0;0;0;0;10;0;39;10;20;0;29;29;0;15;10;54;5;0;15;5;5;20;24;24;15;10;49;49
57575;Retonfey;0;0;0;0;5;0;25;20;5;5;60;40;0;5;134;129;5;0;20;129;5;0;89;20;5;0;164;164;0;0;169;199
57576;Rettel;0;0;0;5;0;0;5;5;0;0;30;15;10;5;60;20;0;5;45;89;15;10;74;5;10;0;50;65;20;5;74;104
57577;Reyersviller;0;0;0;0;0;5;15;5;0;0;5;5;0;0;15;39;5;0;15;25;0;0;54;10;5;0;40;25;0;0;55;40
57578;Rezonville;0;0;0;0;0;0;10;0;0;0;5;5;0;5;25;30;0;0;0;39;0;0;40;5;0;0;30;40;0;0;29;55
57579;Rhodes;0;0;0;0;0;5;5;0;0;0;5;5;0;0;10;0;5;0;0;20;0;0;29;0;5;0;14;15;0;0;0;20
57580;Riche;0;0;0;0;0;0;5;0;0;0;0;0;0;0;10;5;0;0;10;30;0;0;20;10;0;5;20;15;0;0;30;20
57581;Richeling;0;0;8;4;4;0;0;0;4;0;4;0;0;0;16;12;0;4;16;28;0;0;44;12;4;4;44;16;0;0;36;93
57582;Richemont;0;0;0;0;4;0;28;12;0;0;65;45;4;8;142;130;0;4;77;227;4;4;267;77;16;12;109;142;0;16;239;247
57583;Richeval;0;0;0;0;0;0;0;0;0;0;5;0;0;0;5;25;0;5;0;0;0;0;30;0;0;0;15;10;0;0;30;10
57584;Rimling;0;0;0;0;0;0;8;0;4;0;33;4;0;0;29;12;0;8;4;75;25;4;70;8;0;0;54;41;4;4;75;129
57585;Ritzing;0;0;9;5;0;0;9;0;5;0;0;0;5;0;9;5;0;0;0;38;0;0;19;5;0;0;14;9;0;5;14;19
57586;Rochonvillers;0;0;0;0;0;0;0;0;4;0;0;0;0;4;8;4;0;0;12;23;4;0;27;0;0;4;31;12;4;8;31;31
57587;Rodalbe;0;0;5;0;0;0;0;5;0;0;5;10;0;0;14;10;0;0;5;24;0;0;14;14;0;0;24;19;0;0;43;29
57588;Rodemack;0;0;8;8;0;0;4;0;29;4;49;49;8;4;73;57;4;12;33;159;4;0;69;4;12;8;78;73;8;12;196;184
57589;Rohrbach-lès-Bitche;0;0;0;0;0;0;19;5;0;0;73;41;0;5;174;162;10;5;83;205;14;5;205;59;5;5;219;249;5;29;256;329
57590;Rolbing;0;0;0;0;5;0;5;0;10;5;0;0;0;10;0;5;0;15;0;26;5;0;41;0;0;0;26;31;10;21;16;36
57591;Rombas;0;0;0;0;32;5;92;61;16;3;217;132;34;28;481;440;17;108;264;1130;174;25;978;247;377;305;638;806;61;355;1309;1568
57592;Romelfing;0;0;10;10;0;0;5;0;0;0;5;0;0;0;10;25;5;0;10;20;0;0;71;20;0;0;41;41;0;5;41;71
57593;Roncourt;0;0;4;0;0;0;8;0;0;0;33;16;0;4;65;57;0;4;49;118;0;4;114;16;12;12;82;94;0;4;143;159
57594;Roppeviller;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;10;0;15;0;10;5;10;10;0;10;10;50
57595;Rorbach-lès-Dieuze;0;0;4;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;4;0;0;24;4;0;0;0;8;0;0;4;4
57596;Rosbruck;0;0;0;0;4;4;16;4;0;0;0;0;4;0;24;43;0;20;4;67;28;12;79;16;28;4;95;67;8;12;87;134
57597;Rosselange;0;0;0;0;0;0;16;10;10;10;21;21;5;10;105;131;5;16;89;336;41;0;357;68;81;68;210;215;122;186;303;392
57598;Rouhling;0;0;0;0;10;5;5;5;5;5;65;20;5;10;99;100;5;10;100;239;5;0;225;84;40;30;235;160;15;25;272;280
57599;Roupeldange;0;0;0;4;0;0;4;0;0;0;12;8;4;0;16;28;0;4;8;40;4;0;32;12;0;8;40;16;0;0;64;72
57600;Roussy-le-Village;0;0;20;8;0;0;8;4;8;0;106;41;8;8;94;94;8;8;37;123;0;0;61;12;16;8;98;102;8;12;204;225
57601;Rozérieulles;0;0;0;0;0;0;12;24;4;4;86;27;0;4;82;118;0;4;39;161;0;0;114;12;4;4;129;133;0;0;200;204
57602;Rurange-lès-Thionville;0;0;5;0;5;0;34;5;20;0;157;88;5;5;231;270;0;10;54;246;15;0;172;44;10;10;152;133;10;5;437;368
57603;Russange;0;0;5;0;0;0;5;5;5;0;54;10;10;5;78;88;5;39;83;156;34;10;49;15;15;34;103;39;24;29;146;181
57604;Rustroff;0;0;0;0;0;0;0;0;5;0;40;15;5;5;25;25;0;5;20;25;0;0;35;20;5;10;80;110;5;20;45;110
57605;Sailly-Achâtel;0;0;0;0;0;0;10;0;0;0;19;10;0;0;19;34;0;0;19;24;0;0;19;0;0;0;10;14;0;0;43;38
57606;Saint-Avold;0;0;6;0;45;6;133;86;45;15;402;259;56;22;763;805;20;120;385;1567;290;80;1350;452;266;169;1640;1655;128;509;1895;2697
57607;Sainte-Barbe;0;0;0;0;5;5;30;0;0;0;55;15;5;0;65;65;0;0;20;115;0;0;65;5;10;5;30;30;5;5;90;90
57609;Saint-Epvre;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;0;0;10;20;0;0;10;0;0;0;25;45;0;0;10;30
57610;Saint-François-Lacroix;0;0;0;5;0;0;10;0;0;0;0;5;0;0;0;25;0;0;5;40;5;0;65;10;0;0;30;15;0;0;35;55
57611;Saint-Georges;0;0;0;0;0;0;0;0;0;0;5;0;0;0;30;20;0;0;10;15;0;0;25;5;0;0;25;25;0;0;15;30
57612;Saint-Hubert;0;0;0;0;0;0;0;0;0;5;23;5;0;0;23;14;0;0;5;14;0;0;19;9;5;0;14;5;0;14;37;14
57613;Saint-Jean-de-Bassel;0;0;0;0;0;0;0;0;0;0;5;5;0;0;10;24;0;0;0;24;0;0;33;0;0;5;15;150;0;0;14;43
57614;Saint-Jean-Kourtzerode;0;0;0;0;0;0;9;0;0;0;65;17;0;0;37;21;0;0;109;87;13;0;216;17;0;0;17;13;0;0;38;56
57615;Saint-Jean-Rohrbach;0;0;5;0;10;0;25;5;0;0;15;30;0;0;71;46;0;5;15;46;5;0;81;46;30;30;106;61;0;20;131;217
57616;Saint-Julien-lès-Metz;0;0;0;0;0;9;69;23;5;9;225;106;9;0;188;234;0;46;92;313;18;0;230;24;37;23;339;366;5;14;285;396
57617;Saint-Jure;0;0;8;0;0;0;4;8;0;0;16;4;0;0;12;20;0;0;4;44;0;0;44;0;4;0;16;8;0;0;64;60
57618;Saint-Louis;0;0;0;0;0;0;15;15;0;0;30;15;0;5;35;40;0;0;10;65;0;0;50;10;0;0;106;96;0;0;60;101
57619;Saint-Louis-lès-Bitche;0;0;0;0;5;0;0;10;0;0;10;0;0;0;10;20;0;10;10;35;35;10;65;25;0;0;70;85;5;10;20;75
57620;Sainte-Marie-aux-Chênes;0;0;4;0;8;0;61;45;4;8;101;73;8;12;285;281;8;20;110;436;12;8;415;81;45;17;374;391;4;37;516;716
57621;Saint-Médard;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;0;0;0;10;0;0;15;0;0;0;15;15;0;0;15;10
57622;Saint-Privat-la-Montagne;0;0;15;0;10;0;45;25;10;0;81;71;5;0;121;131;0;5;35;242;10;0;161;0;5;15;156;126;0;20;247;322
57623;Saint-Quirin;0;0;5;0;0;0;21;5;0;0;21;21;0;0;10;56;0;5;36;46;0;0;113;10;0;0;82;142;0;10;72;92
57624;Sainte-Ruffine;0;0;0;0;0;0;20;4;0;0;68;24;0;4;20;36;0;0;8;32;0;0;8;8;0;0;64;48;0;0;56;117
57625;Salonnes;0;0;0;0;0;0;4;4;0;0;0;4;0;0;8;8;0;0;0;17;0;0;17;4;0;0;17;17;0;0;49;62
57626;Sanry-lès-Vigy;0;0;5;0;0;0;5;10;0;0;14;10;0;0;29;19;0;5;19;63;0;0;29;24;0;0;63;53;0;0;96;67
57627;Sanry-sur-Nied;0;0;0;0;5;0;5;0;0;0;0;5;0;0;10;20;0;0;20;36;0;0;15;0;10;0;51;46;0;0;20;67
57628;Sarralbe;0;0;5;0;15;0;55;55;0;0;80;30;25;0;255;180;5;20;110;470;60;35;475;170;40;24;381;462;25;65;661;881
57629;Sarraltroff;0;0;5;0;0;0;15;5;0;0;10;5;0;0;20;35;0;0;20;90;0;0;95;25;5;5;85;80;0;5;95;105
57630;Sarrebourg;0;0;4;0;29;4;128;46;20;7;290;166;22;36;545;491;37;109;927;1220;228;51;1042;289;114;147;1003;1622;86;326;1522;1844
57631;Sarreguemines;3;3;3;5;68;23;264;117;161;78;630;308;172;108;805;843;73;320;616;1915;414;106;1911;457;310;265;1916;2435;337;638;2917;3239
57633;Sarreinsming;0;0;4;0;0;0;8;4;8;4;36;12;4;8;120;88;4;4;32;176;8;0;128;20;24;4;128;112;4;8;148;196
57634;Saulny;0;0;0;0;0;0;20;15;0;0;115;45;15;15;100;120;0;5;15;135;5;0;65;0;25;0;140;165;0;0;210;205
